"","0.71399999999999997","X2","98","X4","X5","X6","X7","99","X9","X10","X11","X12"
"1","Fashion Attribute Totals
(sorted by winner below)",NA,"Young designer showcase scale","raw data","difference","raw score","weighted score","Number of fashion incubators","raw data","difference","raw score","weighted score"
"51","Tel Aviv","15.485256410256408","Tel Aviv","11","41","21.153846153846146","15.103846153846147","Tel Aviv","4","14","22.222222222222229","15.866666666666671"
"52","Tokyo","19.52820512820513","Tokyo","14","38","26.92307692307692","19.223076923076921","Tokyo","5","13","27.777777777777786","19.833333333333339"
"53","Toronto","16.705769230769228","Toronto","7","45","13.461538461538453","9.6115384615384549","Toronto","6","12","33.333333333333343","23.800000000000004"
"54","Vancouver","10.679487179487182","Vancouver","4","48","7.6923076923076934","5.4923076923076932","Vancouver","4","14","22.222222222222229","15.866666666666671"
"55","Warsaw","2.6698717948717943","Warsaw","1","51","1.9230769230769198","1.3730769230769206","Warsaw","1","17","5.5555555555555571","3.9666666666666677"
"56","Washington","8.1621794871794862","Washington","9","43","17.307692307692307","12.357692307692306","Washington","1","17","5.5555555555555571","3.9666666666666677"
"57",NA,NA,"highest","52",NA,NA,NA,"highest","18",NA,NA,NA
"58",NA,"Africa","lowest","0",NA,NA,NA,"lowest","0",NA,NA,NA
"59",NA,"Asia","difference","52",NA,NA,NA,"difference","18",NA,NA,NA
"60",NA,"Europe","count","55",NA,NA,NA,"count","55",NA,NA,NA
"61",NA,"Latin America","ratio","1.9230769230769231",NA,NA,NA,"ratio","5.5555555555555554",NA,NA,NA
"62",NA,"USA/Can",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,"Middle East ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","New York City","51.566666666666663","New York City","52","0","100","71.399999999999991","London","18","0","100","71.399999999999991"
"65","London","41.878846153846148","Mumbai","41","11","78.84615384615384","56.296153846153842","Hong Kong","13","5","72.222222222222229","51.56666666666667"
"66","Mumbai","28.148076923076921","Seoul","26","26","50","35.699999999999996","New York City","8","10","44.444444444444443","31.733333333333331"
"67","Hong Kong","26.469871794871796","Johannesburg","21","31","40.38461538461538","28.834615384615379","Osaka","6","12","33.333333333333343","23.800000000000004"
"68","Seoul","21.816666666666666","Madrid","21","31","40.38461538461538","28.834615384615379","Toronto","6","12","33.333333333333343","23.800000000000004"
"69","Los Angeles","20.901282051282056","Quito","21","31","40.38461538461538","28.834615384615379","Los Angeles","5","13","27.777777777777786","19.833333333333339"
"70","Tokyo","19.52820512820513","Jakarta","19","33","36.53846153846154","26.088461538461537","Tokyo","5","13","27.777777777777786","19.833333333333339"
"71","Madrid","18.383974358974356","New Delhi","17","35","32.692307692307693","23.342307692307692","Tel Aviv","4","14","22.222222222222229","15.866666666666671"
"72","Shanghai","17.621153846153845","Shanghai","17","35","32.692307692307693","23.342307692307692","Vancouver","4","14","22.222222222222229","15.866666666666671"
"73","Toronto","16.705769230769228","Lagos","16","36","30.769230769230774","21.969230769230773","Berlin","3","15","16.666666666666671","11.900000000000002"
"74","Johannesburg","16.400641025641022","Los Angeles","16","36","30.769230769230774","21.969230769230773","Durban","3","15","16.666666666666671","11.900000000000002"
"75","Quito","16.400641025641022","Miami","16","36","30.769230769230774","21.969230769230773","Paris","3","15","16.666666666666671","11.900000000000002"
"76","Tel Aviv","15.485256410256408","Sydney","16","36","30.769230769230774","21.969230769230773","Shanghai","3","15","16.666666666666671","11.900000000000002"
"77","Jakarta","15.027564102564103","Amsterdam","15","37","28.84615384615384","20.59615384615384","Bangkok","2","16","11.111111111111114","7.9333333333333353"
"78","Paris","13.501923076923074","Rome","14","38","26.92307692307692","19.223076923076921","Dubai","2","16","11.111111111111114","7.9333333333333353"
"79","Durban","12.815384615384614","Tokyo","14","38","26.92307692307692","19.223076923076921","Madrid","2","16","11.111111111111114","7.9333333333333353"
"80","Amsterdam","12.281410256410254","Casablanca","13","39","25","17.849999999999998","Montreal","2","16","11.111111111111114","7.9333333333333353"
"81","Osaka","11.900000000000002","Detroit","12","40","23.07692307692308","16.476923076923079","Moscow","2","16","11.111111111111114","7.9333333333333353"
"82","New Delhi","11.671153846153846","Dallas","11","41","21.153846153846146","15.103846153846147","San Francisco","2","16","11.111111111111114","7.9333333333333353"
"83","Rome","11.594871794871795","Mexico City","11","41","21.153846153846146","15.103846153846147","Seoul","2","16","11.111111111111114","7.9333333333333353"
"84","Lagos","10.984615384615386","Paris","11","41","21.153846153846146","15.103846153846147","Accra","1","17","5.5555555555555571","3.9666666666666677"
"85","Miami","10.984615384615386","Tel Aviv","11","41","21.153846153846146","15.103846153846147","Amsterdam","1","17","5.5555555555555571","3.9666666666666677"
"86","Sydney","10.984615384615386","Durban","10","42","19.230769230769226","13.730769230769226","Beirut","1","17","5.5555555555555571","3.9666666666666677"
"87","Vancouver","10.679487179487182","London","9","43","17.307692307692307","12.357692307692306","Buenos Aires","1","17","5.5555555555555571","3.9666666666666677"
"88","Detroit","10.221794871794874","Washington","9","43","17.307692307692307","12.357692307692306","Chicago","1","17","5.5555555555555571","3.9666666666666677"
"89","Casablanca","8.9249999999999989","Toronto","7","45","13.461538461538453","9.6115384615384549","Detroit","1","17","5.5555555555555571","3.9666666666666677"
"90","Washington","8.1621794871794862","San Francisco","5","47","9.6153846153846132","6.8653846153846132","Istanbul","1","17","5.5555555555555571","3.9666666666666677"
"91","Dallas","7.5519230769230736","Santiago","5","47","9.6153846153846132","6.8653846153846132","Jakarta","1","17","5.5555555555555571","3.9666666666666677"
"92","Mexico City","7.5519230769230736","Vancouver","4","48","7.6923076923076934","5.4923076923076932","Johannesburg","1","17","5.5555555555555571","3.9666666666666677"
"93","San Francisco","7.3993589743589743","Caracas","3","49","5.7692307692307736","4.1192307692307724","Karachi","1","17","5.5555555555555571","3.9666666666666677"
"94","Berlin","6.6365384615384615","Bangkok","1","51","1.9230769230769198","1.3730769230769206","Quito","1","17","5.5555555555555571","3.9666666666666677"
"95","Bangkok","4.6532051282051281","Berlin","1","51","1.9230769230769198","1.3730769230769206","Rio De Janeiro","1","17","5.5555555555555571","3.9666666666666677"
"96","Montreal","4.6532051282051281","Buenos Aires","1","51","1.9230769230769198","1.3730769230769206","Rome","1","17","5.5555555555555571","3.9666666666666677"
"97","Moscow","4.6532051282051281","Chicago","1","51","1.9230769230769198","1.3730769230769206","Sao Paulo","1","17","5.5555555555555571","3.9666666666666677"
"98","Dubai","3.9666666666666677","Dar Es Salaam","1","51","1.9230769230769198","1.3730769230769206","Singapore","1","17","5.5555555555555571","3.9666666666666677"
"99","Santiago","3.4326923076923066","Hong Kong","1","51","1.9230769230769198","1.3730769230769206","Tehran","1","17","5.5555555555555571","3.9666666666666677"
"100","Buenos Aires","2.6698717948717943","Istanbul","1","51","1.9230769230769198","1.3730769230769206","Warsaw","1","17","5.5555555555555571","3.9666666666666677"
"101","Chicago","2.6698717948717943","Karachi","1","51","1.9230769230769198","1.3730769230769206","Washington","1","17","5.5555555555555571","3.9666666666666677"
"102","Istanbul","2.6698717948717943","Montreal","1","51","1.9230769230769198","1.3730769230769206","Bogota","0","18","0","0"
"103","Karachi","2.6698717948717943","Moscow","1","51","1.9230769230769198","1.3730769230769206","Boston","0","18","0","0"
"104","Singapore","2.6698717948717943","Singapore","1","51","1.9230769230769198","1.3730769230769206","Cairo","0","18","0","0"
"105","Warsaw","2.6698717948717943","Warsaw","1","51","1.9230769230769198","1.3730769230769206","Caracas","0","18","0","0"
"106","Caracas","2.0596153846153862","Accra","0","52","0","0","Casablanca","0","18","0","0"
"107","Accra","1.9833333333333338","Beirut","0","52","0","0","Dallas","0","18","0","0"
"108","Beirut","1.9833333333333338","Bogota","0","52","0","0","Dar Es Salaam","0","18","0","0"
"109","Rio De Janeiro","1.9833333333333338","Boston","0","52","0","0","Lagos","0","18","0","0"
"110","Sao Paulo","1.9833333333333338","Cairo","0","52","0","0","Lima","0","18","0","0"
"111","Tehran","1.9833333333333338","Dubai","0","52","0","0","Manila","0","18","0","0"
"112","Dar Es Salaam","0.68653846153846032","Lima","0","52","0","0","Mexico City",NA,"18","0","0"
"113","Bogota","0","Manila","0","52","0","0","Miami","0","18","0","0"
"114","Boston","0","Nairobi",NA,"52","0","0","Mumbai","0","18","0","0"
"115","Cairo","0","Osaka","0","52","0","0","Nairobi","0","18","0","0"
"116","Lima","0","Rio De Janeiro","0","52","0","0","New Delhi","0","18","0","0"
"117","Manila","0","Sao Paulo","0","52","0","0","Santiago","0","18","0","0"
"118","Nairobi","0","Tehran","0","52","0","0","Sydney","0","18","0","0"
