"","0.877","X2","6","X4","X5","X6","X7","7","X9","X10","X11","X12","X13","X14","X15","X16","8","X18","X19","X20","X21","9","X23","X24","X25","X26","X27","X28","X29","X30","10","X32","X33","X34","X35","X36","X37","X38","X39","11","X41","X42","X43","X44","X45","X46","X47","X48","12","X50","X51","X52","X53","X54","X55","X56","X57","13","X59","X60","X61","X62","X63","X64","X65","X66"
"1","Affordibility Attribute Totals
(sorted by winner below)",NA,"Consumption tax rate","raw data","difference","score","weighted score","Rental housing","raw data","exchange rate","value in USD","minimum wage","tied to wage","difference","raw score","weighted score","GINI coefficient","raw data","difference","score","weighted score","Cost of one minute prepaid cellular","raw data","exchange rate","value in USD","minimum wage","tied to wage","difference","raw score","weighted score","Food 12 eggs","raw data","exchange rate","value in USD","minimum wage","tied to wage","difference","raw score","weighted score","Monthly transit pass","raw data","exchange rate","value in USD","minimum wage","tied to wage","difference","raw score","weighted score","Price per square meter to buy an apartment","raw data","exchange rate","value in USD","minimum wage","tied to wage","difference","raw score","weighted score","Tube of toothpaste","raw data","exchange rate","value in USD","minimum wage","tied to wage","difference","raw score","weighted score"
"11","Caracas",39.7813311338696,"Caracas","0.12","0.12","47.826086956521749","41.943478260869576","Caracas","30053","0.1651","4961.7502999999997","0.53","9361.7930188679238","9361.7930188679238","13.358571853961067","11.715467515923855","Caracas","0.39","0.10700000000000004","81.326352530541001","71.323211169284463","Caracas","2.23","0.1651","0.36817299999999997","0.53","0.69466603773584901","0.68407831843760336","33.029267177336763","28.96666731452434","Caracas","110","0.1651","18.161000000000001","0.53","34.266037735849061","33.997326079407344","0","0","Caracas","60","0.1651","9.9060000000000006","0.53","18.690566037735849","18.689896394878705","85.73781634245303","75.192064932331306","Caracas","1866.67","0.1651","308.18721700000003","0.53","581.48531509433963","578.61031509433963","96.51736453598879","84.645728698062172","Caracas","94.14","0.1651","15.542514000000001","0.53","29.325498113207548","29.173794570249179","5.0901153705373048","4.464031179961216"
"12","Casablanca",73.0831724382442,"Casablanca","0.1275","0.1275","44.565217391304351","39.083695652173915","Casablanca","9727.1200000000008","0.1201","1168.227112","1.47","794.71232108843537","794.71232108843537","92.645104380583518","81.249756541771745","Casablanca","0.40899999999999997","0.126","78.010471204188477","68.415183246073298","Casablanca","2.74","0.1201","0.32907400000000003","1.47","0.22385986394557825","0.21327214464733263","79.120823694113767","69.388962379737777","Casablanca","11.98","0.1201","1.438798","1.47","0.97877414965986398","0.71006249321814618","97.911416646239601","85.868312398752124","Casablanca","190","0.1201","22.818999999999999","1.47","15.523129251700681","15.522459608843539","88.154874426225092","77.311824871799402","Casablanca","19639.87","0.1201","2358.7483869999996","1.47","1604.5907394557821","1601.7157394557821","90.359328390846002","79.245130998771941","Casablanca","17.29","0.1201","2.0765289999999998","1.47","1.4126047619047619","1.2609012189463917","95.897962847061734","84.102513416873137"
"13","Chicago",77.0192613352127,"Chicago","9.2499999999999999E-2","9.2499999999999999E-2","59.782608695652179","52.429347826086961","Chicago","1995.56","1","1995.56","8.25","241.8860606060606","241.8860606060606","97.761395312063556","85.736743688679738","Chicago","0.47239999999999999","0.18940000000000001","66.945898778359506","58.711553228621284","Chicago","1.01","1","1.01","8.25","0.12242424242424242","0.1118365231259968","89.051291777244231","78.097982888643187","Chicago","2.37","1","2.37","8.25","0.28727272727272729","1.8561070831009496E-2","99.945404321540892","87.652119589991358","Chicago","90","1","90","8.25","10.909090909090908","10.908421266233766","91.67582825362544","80.399701378429512","Chicago","3274.92","1","3274.92","8.25","396.96000000000004","394.08500000000004","97.628016022128662","85.619770051406832","Chicago","1.81","1","1.81","8.25","0.21939393939393939","6.7690396435569122E-2","99.779785666867824","87.50687202984308"
"14","Dallas",78.6528830204331,"Dallas","8.2500000000000004E-2","8.2500000000000004E-2","64.130434782608688","56.242391304347819","Dallas","1542.08","1","1542.08","7.25","212.7006896551724","212.7006896551724","98.031499790453594","85.973625316227796","Dallas","0.46250000000000002","0.17950000000000005","68.673647469458984","60.226788830715527","Dallas","0.59","1","0.59","7.25","8.137931034482758E-2","7.0791591046581961E-2","93.069558554494208","81.622002852291416","Dallas","2.2200000000000002","1","2.2200000000000002","7.25","0.30620689655172417","3.7495240110006378E-2","99.889711208397898","87.603276729764957","Dallas","40","1","40","7.25","5.5172413793103452","5.5165717364532023","95.79032662337886","84.008116448703262","Dallas","2009.26","1","2009.26","7.25","277.13931034482761","274.26431034482761","98.349212606823755","86.252259456184433","Dallas","2.13","1","2.13","7.25","0.29379310344827586","0.14208956048990559","99.537745980877631","87.294603225229679"
"15","Dar Es Salaam",41.0209254518876,"Dar Es Salaam","0.18","0.18","21.739130434782624","19.065217391304362","Dar Es Salaam","3784060","5.9999999999999995E-4","2270.4359999999997","0.26","8732.4461538461528","8732.4461538461528","19.183044908943472","16.823530385143425","Dar Es Salaam","0.39","0.10700000000000004","81.326352530541001","71.323211169284463","Dar Es Salaam","445.5","5.9999999999999995E-4","0.26729999999999998","0.25900000000000001","1.032046332046332","1.0214586127480865","0","0","Dar Es Salaam","3600","5.9999999999999995E-4","2.1599999999999997","0.26","8.3076923076923066","8.0389806512505881","76.354079634163014","66.96252783916097","Dar Es Salaam","55562.400000000001","5.9999999999999995E-4","33.337440000000001","0.26","128.22092307692307","128.22025343406594","2.1556479256377372","1.8905032307842955","Dar Es Salaam","207.5","1","207.5","0.26","798.07692307692309","795.20192307692309","95.213707142593762","83.502421164054724","Dar Es Salaam","2966.67","5.9999999999999995E-4","1.7800019999999999","0.26","6.846161538461538","6.6944579955031678","78.221200040329109","68.599992435368634"
"16","Detroit",80.4304154799468,"Detroit","0.06","0.06","73.913043478260875","64.821739130434793","Detroit","1562","1","1562","8.15","191.65644171779141","191.65644171779141","98.226259885221694","86.14442991933943","Detroit","0.46800000000000003","0.18500000000000005","67.713787085514824","59.384991273996498","Detroit","0.16","1","0.16","8.15","1.9631901840490799E-2","9.0441825422451841E-3","99.114581596417977","86.92348806005856","Detroit","2.19","1","2.19","8.15","0.26871165644171779","0","100","87.7","Detroit","47","1","47","8.15","5.7668711656441713","5.7662015227870285","95.599835152272419","83.841055428542916","Detroit","835.65","1","835.65","8.15","102.53374233128834","99.658742331288337","99.400157478552529","87.173938108690564","Detroit","1.94","1","1.94","8.15","0.23803680981595091","8.6333266857580637E-2","99.719135596934194","87.453681918511293"
"17","Dubai",77.9443956379323,"Dubai","0","0","100","87.7","Dubai","9113","0.27229999999999999","2481.4699000000001","1.56","1590.6858333333332","1590.6858333333332","85.278536701900094","74.789276687566385","Dubai","0.3","1.7000000000000015E-2","97.033158813263526","85.098080279232107","Dubai","0.73","0.27229999999999999","0.19877899999999998","1.56","0.12742243589743588","0.11683471659919026","88.561972541906187","77.668849919251727","Dubai","9.16","0.27229999999999999","2.4942679999999999","1.56","1.5988897435897436","1.3301780871480258","96.087403803342838","84.268653135531665","Dubai","220","0.27229999999999999","59.905999999999999","1.56","38.401282051282053","38.400612408424912","70.696649400298213","62.00096152406153","Dubai","18872.86","0.27229999999999999","5139.0797780000003","1.56","3294.2819089743589","3291.4069089743589","80.189135712492998","70.325872019856362","Dubai","12.91","0.27229999999999999","3.515393","1.56","2.2534570512820511","2.1017535083236809","93.162453292997697","81.703471537958976"
"18","Durban",67.705484959342,"Durban","0.14000000000000001","0.14000000000000001","39.130434782608695","34.317391304347829","Durban","10816.9","0.1038","1122.79422","1.38","813.61900000000003","813.61900000000003","92.470127038198882","81.096301412500424","Durban","0.72","0.437","23.734729493891791","20.815357766143102","Durban","2.0299999999999998","0.1038","0.21071399999999998","1.3839999999999999","0.15225","0.14166228070175438","86.131373417016619","75.53721448672357","Durban","21.42","0.1038","2.2233960000000002","1.38","1.6111565217391306","1.3424448652974128","96.051322206452724","84.237009575059034","Durban","242.44","0.1038","25.165272000000002","1.38","18.23570434782609","18.235034704968946","86.08491944153991","75.4964743502305","Durban","8750","0.1038","908.25","1.38","658.1521739130435","655.2771739130435","96.05590936578011","84.24103251378915","Durban","10.39","0.1038","1.0784820000000002","1.38","0.78150869565217407","0.62980515269380377","97.951081261051755","85.90309826594239"
"19","Hong Kong",74.4328776143612,"Hong Kong","0","0","100","87.7","Hong Kong","41690","0.12889999999999999","5373.8409999999994","3.87","1388.5894056847544","1388.5894056847544","87.148896693772983","76.429582400438903","Hong Kong","0.53700000000000003","0.25400000000000006","55.671902268760896","48.824258289703309","Hong Kong","1.70","0.12889999999999999","0.21912999999999996","3.8679999999999999","5.6652016546018605E-2","4.6064297247772987E-2","95.490341294999354","83.745029315714433","Hong Kong","28.61","0.12889999999999999","3.6878289999999994","3.87","0.95292739018087835","0.68421573373916056","97.987442506092862","85.934987077843445","Hong Kong","580","0.12889999999999999","74.761999999999986","3.87","19.318346253229969","19.317676610372825","85.258759822246475","74.771932364110157","Hong Kong","202786.66","0.12889999999999999","26139.200473999997","3.87","6754.3153679586558","6751.4403679586558","59.363314055719734","52.061626426866205","Hong Kong","22.49","0.12889999999999999","2.8989609999999995","3.87","0.74908552971576214","0.59738198675739185","98.056562189524627","85.995605040213093"
"20","Istanbul",71.2065755361559,"Istanbul","0.18","0.18","21.739130434782624","19.065217391304362","Istanbul","2545.36","0.52529999999999999","1337.0776080000001","2.4700000000000002","541.32696680161939","541.32696680161939","94.990132616355652","83.306346304543908","Istanbul","0.4","0.11700000000000005","79.581151832460719","69.792670157068045","Istanbul","0.45","0.52529999999999999","0.23638500000000001","2.4689999999999999","9.5741190765492118E-2","8.51534714672465E-2","91.663541683969612","80.388926056841356","Istanbul","5.54","0.52529999999999999","2.9101620000000001","2.4700000000000002","1.1782032388663968","0.90949158242467898","97.324814368340654","85.353862201034758","Istanbul","151.25","0.52529999999999999","79.451624999999993","2.4700000000000002","32.166649797570848","32.165980154713708","75.454271826929769","66.173396392217413","Istanbul","5764.5","0.52529999999999999","3028.0918499999998","2.4700000000000002","1225.9481174089067","1223.0731174089067","92.638365230193813","81.243846306879973","Istanbul","6.27","0.52529999999999999","3.2936309999999995","2.4700000000000002","1.3334538461538459","1.1817503031954757","96.155461207933044","84.328339479357282"
"21","Jakarta",74.1965206605707,"Jakarta","0.1","0.1","56.521739130434781","49.5695652173913","Jakarta","15968600","1E-4","1596.8600000000001","1.47","1086.2993197278913","1086.2993197278913","89.946527949762725","78.883105011941907","Jakarta","0.38100000000000001","9.8000000000000032E-2","82.897033158813258","72.700698080279224","Jakarta","2505","1E-4","0.2505","1.468","0.17064032697547685","0.16005260767723123","84.330974776684016","73.958264879151884","Jakarta","20456.2","1E-4","2.04562","1.47","1.3915782312925171","1.1228665748507993","96.697191501978338","84.803436947234999","Jakarta","306640","1E-4","30.664000000000001","1.47","20.859863945578233","20.85919430272109","84.08243396280227","73.740294585377598","Jakarta","35664361.18","1E-4","3566.4361180000001","1.47","2426.1470190476193","2423.2720190476193","85.414409573556782","74.908437196009302","Jakarta","16098.1","1E-4","1.6098100000000002","1.47","1.0951088435374152","0.94340530057904493","96.930859027570918","85.008363367179697"
"22","Johannesburg",66.4536390973465,"Johannesburg","0.14000000000000001","0.14000000000000001","39.130434782608695","34.317391304347829","Johannesburg","12871","0.1038","1336.0098","1.38","968.12304347826102","968.12304347826102","91.040224566064012","79.84227694443814","Johannesburg","0.6","0.317","44.677137870855148","39.181849912739963","Johannesburg","1.5","0.1038","0.15570000000000001","1.3839999999999999","0.11250000000000002","0.1019122807017544","90.022867355577517","78.950054670841482","Johannesburg","29","0.1038","3.0102000000000002","1.38","2.1813043478260874","1.9125926913843696","94.374284945477356","82.766247897183646","Johannesburg","783.82","0.1038","81.360516000000004","1.38","58.95689565217392","58.956226009316779","55.010744557624911","48.244422977037047","Johannesburg","12500","0.1038","1297.5","1.38","940.21739130434787","937.34239130434787","94.35816858303788","82.752113847324225","Johannesburg","11.92","0.1038","1.237296","1.38","0.89659130434782608","0.74488776138945578","97.576687827662042","85.574755224859615"
"23","Karachi",67.6091777455625,"Karachi","0.23","0.23","0","0","Karachi","38357","9.9000000000000008E-3","379.73430000000002","0.52","730.2582692307692","730.2582692307692","93.241613093336738","81.772894682856318","Karachi","0.3","1.7000000000000015E-2","97.033158813263526","85.098080279232107","Karachi","19.350000000000001","9.9000000000000008E-3","0.19156500000000004","0.51700000000000002","0.37053191489361709","0.3599441955953715","64.761744518753062","56.796049942946432","Karachi","19.329999999999998","9.9000000000000008E-3","0.19136700000000001","0.52","0.36801346153846154","9.9301805096743745E-2","99.707912896253063","87.443839610013939","Karachi","1512.86","9.9000000000000008E-3","14.977314","0.52","28.802526923076922","28.801857280219778","78.021420262045467","68.424785569813878","Karachi","102025.57","9.9000000000000008E-3","1010.0531430000002","0.52","1942.4098903846157","1939.5348903846157","88.326006611480409","77.461907798268314","Karachi","78.37","9.9000000000000008E-3","0.77586300000000008","0.52","1.492044230769231","1.3403406878108608","95.639525748425228","83.875864081368931"
"24","Lagos",72.8324407853452,"Lagos","0.05","0.05","78.260869565217391","68.634782608695659","Lagos","353834","6.3E-3","2229.1541999999999","0.71","3139.6538028169016","3139.6538028169016","70.943163471788324","62.217154364758358","Lagos","0.48799999999999999","0.20500000000000002","64.223385689354274","56.323909249563698","Lagos","26.65","6.3E-3","0.16789499999999999","0.71299999999999997","0.23547685834502102","0.2248891390467754","77.983529020158358","68.391554950678881","Lagos","361.11","6.3E-3","2.2749930000000003","0.71","3.2042154929577471","2.9355038365160295","91.365486127763134","80.127531334048271","Lagos","250","6.3E-3","1.575","0.71","2.2183098591549295","2.2176402162977866","98.307727802072364","86.215877282417466","Lagos","72262.5","6.3E-3","455.25375000000003","0.71","641.20246478873241","638.32746478873241","96.157929078462502","84.330503801811616","Lagos","462.73","6.3E-3","2.9151990000000003","0.71","4.1059140845070425","3.9542105415486724","87.135932372619564","76.418212690787357"
"25","Lima",77.6931358491001,"Lima","0.05","0.05","78.260869565217391","68.634782608695659","Lima","3037","0.37619999999999998","1142.5193999999999","1.47","777.224081632653","777.224081632653","92.806954363717637","81.391698976980365","Lima","0.45300000000000001","0.17000000000000004","70.331588132635247","61.68080279232111","Lima","0.46500000000000002","0.37619999999999998","0.17493300000000001","1.4670000000000001","0.11924539877300613","0.10865767947476052","89.362498086688731","78.370910822026019","Lima","1.94","0.37619999999999998","0.72982799999999992","1.47","0.49648163265306117","0.22776997621134337","99.330035616097149","87.112441235317206","Lima","29","0.37619999999999998","10.909799999999999","1.47","7.4216326530612236","7.4209630102040807","94.337093415007132","82.733630924961261","Lima","5883.33","0.37619999999999998","2213.3087459999997","1.47","1505.6522081632652","1502.7772081632652","90.954835986973663","79.767391160575897","Lima","8.6","0.37619999999999998","3.2353199999999998","1.47","2.2008979591836733","2.0491944162253031","93.333441587142104","81.853428271923619"
"26","London",73.2126588721432,"London","0.2","0.2","13.043478260869563","11.439130434782607","London","2445.9499999999998","1.5636000000000001","3824.4874199999999","7.85","487.19584968152867","487.19584968152867","95.491104736223392","83.745698853667918","London","0.33700000000000002","5.4000000000000048E-2","90.575916230366488","79.435078534031405","London","0.17","1.5636000000000001","0.26581200000000005","7.85","3.3861401273885358E-2","2.3273681975639744E-2","97.721524721101986","85.701777180406438","London","2.85","1.5636000000000001","4.4562600000000003","7.85","0.56767643312101923","0.29896477667930144","99.120622674909754","86.928786085895851","London","104.5","1.5636000000000001","163.39620000000002","7.85","20.814802547770704","20.81413290491356","84.116820131554533","73.770451255373331","London","9751.26","1.5636000000000001","15247.070136000002","7.85","1942.3019281528666","1939.4269281528666","88.326656432417309","77.462477691229978","London","1.61","1.5636000000000001","2.5173960000000002","7.85","0.32068738853503187","0.1689838455766616","99.450251929028141","87.217870941757681"
"27","Los Angeles",77.8929859444193,"Los Angeles","8.7499999999999994E-2","8.7499999999999994E-2","61.956521739130444","54.335869565217401","Los Angeles","2395.19","1","2395.19","9","266.13222222222225","266.13222222222225","97.537002178691552","85.539950910712491","Los Angeles","0.4894","0.20640000000000003","63.979057591623032","56.109633507853403","Los Angeles","0.62","1","0.62","9","6.8888888888888888E-2","5.830116959064327E-2","94.292361054767312","82.694400645030939","Los Angeles","3.29","1","3.29","9","0.36555555555555558","9.6843899113837784E-2","99.715142600074955","87.450180060265737","Los Angeles","43","1","43","9","4.7777777777777777","4.7771081349206348","96.35460827964414","84.502991461247916","Los Angeles","4684.45","1","4684.45","9","520.49444444444441","517.61944444444441","96.884466475869715","84.967677099337735","Los Angeles","1.86","1","1.86","9","0.20666666666666667","5.4963123708296396E-2","99.821190770454351","87.54318430568847"
"28","Madrid",74.3630048372922,"Madrid","0.21","0.21","8.6956521739130608","7.6260869565217542","Madrid","1244.08","1.3277000000000001","1651.7650160000001","6.24","264.70593205128205","264.70593205128205","97.550202194661978","85.551527324718549","Madrid","0.33200000000000002","4.9000000000000044E-2","91.448516579406629","80.200349040139614","Madrid","0.28999999999999998","1.3277000000000001","0.38503300000000001","6.24","6.1704006410256411E-2","5.11162871120108E-2","94.995755435015639","83.31127751650871","Madrid","1.96","1.3277000000000001","2.6022920000000003","6.24","0.41703397435897438","0.14832231791725659","99.563723577640133","87.3173855775904","Madrid","53.77","1.3277000000000001","71.390429000000012","6.24","11.44077387820513","11.440104235347988","91.270103149917816","80.043880462477929","Madrid","3592.86","1.3277000000000001","4770.2402220000004","6.24","764.46157403846155","761.58657403846155","95.416036765212695","83.679864243091529","Madrid","1.58","1.3277000000000001","2.0977660000000005","6.24","0.33618044871794878","0.18447690575957851","99.399849004890953","87.173667577289365"
"29","Manila",72.5813921839041,"Manila","0.12","0.12","47.826086956521749","41.943478260869576","Manila","56673.3","2.3599999999999999E-2","1337.4898800000001","1.29","1036.8138604651162","1036.8138604651162","90.404505481881671","79.284751307610222","Manila","0.43","0.14700000000000002","74.345549738219887","65.201047120418835","Manila","7.07","2.3599999999999999E-2","0.166852","1.288","0.12954347826086957","0.11895575896262395","88.354324151950635","77.486742281260703","Manila","73","2.3599999999999999E-2","1.7227999999999999","1.29","1.3355038759689921","1.0667922195272743","96.862129047926956","84.948087175031944","Manila","1567.59","2.3599999999999999E-2","36.995123999999997","1.29","28.678390697674416","28.677721054817273","78.116148108997578","68.507861891590878","Manila","75020.990000000005","2.3599999999999999E-2","1770.4953640000001","1.29","1372.4770263565892","1369.6020263565892","91.756412797802639","80.470374023672917","Manila","102","2.3599999999999999E-2","2.4072","1.29","1.866046511627907","1.7143429686695368","94.42279978423916","82.808795410777748"
"30","Mexico City",62.5169371627575,"Mexico City","0.16","0.16","30.434782608695656","26.69130434782609","Mexico City","19264.5","7.8399999999999997E-2","1510.3368","0.56999999999999995","2649.7136842105265","2649.7136842105265","75.477456368089648","66.193729234814626","Mexico City","0.48099999999999998","0.19800000000000001","65.445026178010465","57.395287958115176","Mexico City","2.15","7.8399999999999997E-2","0.16855999999999999","0.57199999999999995","0.29468531468531467","0.28409759538706908","72.187067411106781","63.308058119540647","Mexico City","26.96","7.8399999999999997E-2","2.113664","0.56999999999999995","3.7081824561403511","3.4394707996986336","89.883113772932958","78.827490778862199","Mexico City","320","7.8399999999999997E-2","25.088000000000001","0.56999999999999995","44.014035087719307","44.013365444862167","66.413580466215876","58.244710068871321","Mexico City","21909.22","7.8399999999999997E-2","1717.6828480000001","0.56999999999999995","3013.4786807017549","3010.6036807017549","81.879280626400316","71.808129109353075","Mexico City","26.67","7.8399999999999997E-2","2.0909279999999999","0.56999999999999995","3.6682947368421055","3.5165911938837353","88.559621077168671","77.666787684676919"
"31","Miami",77.8426797738627,"Miami","7.0000000000000007E-2","7.0000000000000007E-2","69.565217391304344","61.008695652173913","Miami","2026.88","1","2026.88","8.0500000000000007","251.7863354037267","251.7863354037267","97.669770348151275","85.656388595328664","Miami","0.502","0.21900000000000003","61.780104712041876","54.181151832460728","Miami","0.92","1","0.92","8.0500000000000007","0.11428571428571428","0.10369799498746866","89.848047322398685","78.79673750174365","Miami","2.76","1","2.76","8.0500000000000007","0.3428571428571428","7.414548641542501E-2","99.781907888160845","87.508733217917055","Miami","56.25","1","56.25","8.0500000000000007","6.9875776397515521","6.9869079968944092","94.668319024101351","83.024115784136882","Miami","3632.82","1","3632.82","8.0500000000000007","451.28198757763971","448.40698757763971","97.301053858686032","85.333024234067651","Miami","2.54","1","2.54","8.0500000000000007","0.31552795031055897","0.1638244073521887","99.467036913424266","87.232591373073078"
"32","Montreal",80.2271297864521,"Montreal","9.9750000000000005E-2","9.9750000000000005E-2","56.630434782608695","49.664891304347826","Montreal","1670.69","0.97109999999999996","1622.4070589999999","10.050000000000001","161.43353820895521","161.43353820895521","98.505966509524114","86.389732628852641","Montreal","0.35899999999999999","7.6000000000000012E-2","86.736474694589873","76.067888307155314","Montreal","0.52","0.97109999999999996","0.50497199999999998","10.050000000000001","5.0245970149253728E-2","3.9658250851008117E-2","96.117488231430798","84.295037178964805","Montreal","3.64","0.97109999999999996","3.5348039999999998","10.050000000000001","0.35172179104477608","8.3010134603058283E-2","99.755833342865927","87.485865841693425","Montreal","49.25","0.97109999999999996","47.826675000000002","10.050000000000001","4.7588731343283577","4.7582034914712148","96.369034335902526","84.515643112586517","Montreal","3798.09","0.97109999999999996","3688.3251989999999","10.050000000000001","366.99753223880595","364.12253223880595","97.808359078745994","85.777930912060242","Montreal","1.86","0.97109999999999996","1.806246","10.050000000000001","0.17972597014925373","2.8022427190883464E-2","99.908835810668364","87.620049005956162"
